text,label
Create a denial from source 172.16.2.5 for 8080/TCP.,create_firewall_block_rule
Create a rule to block port 3306/TCP on the firewall.,create_firewall_block_rule
Deny connections to the custom service on port 53/UDP.,create_firewall_block_rule
Close port 123/TCP on destination 192.168.100.45.,create_firewall_block_rule
Prevent source 8.8.8.8 from accessing port 5432/TCP.,create_firewall_block_rule
Add a block for 636/TCP on interface DMZ.,create_firewall_block_rule
Prohibit custom traffic using port 1433/UDP.,create_firewall_block_rule
Add a drop rule for packets destined to port 6379/TCP.,create_firewall_block_rule
Block new connections to 10.0.0.20 on port 5060/TCP.,create_firewall_block_rule
Create a denial from source 203.0.113.18 for 6443/TCP.,create_firewall_block_rule
Create a rule to block port 123/UDP on the firewall.,create_firewall_block_rule
Deny connections to the custom service on port 25/TCP.,create_firewall_block_rule
Close port 110/TCP on destination 192.168.30.15.,create_firewall_block_rule
Prevent source 192.168.10.25 from accessing port 161/UDP.,create_firewall_block_rule
Add a block for 587/UDP on interface LAN.,create_firewall_block_rule
Prohibit custom traffic using port 1194/TCP.,create_firewall_block_rule
Add a drop rule for packets destined to port 514/UDP.,create_firewall_block_rule
Block new connections to 172.20.8.0/24 on port 4500/TCP.,create_firewall_block_rule
Create a denial from source 172.20.5.10 for 6379/UDP.,create_firewall_block_rule
Create a firewall rule that allows traffic from source 8.8.8.8 to the entire internal network.,create_firewall_allow_rule
Create a rule allowing traffic from source 8.8.8.8 to 192.168.1.10.,create_firewall_allow_rule
Allow communication from 192.0.2.44 to 1.1.1.1 on port 80/TCP.,create_firewall_allow_rule
Authorize source 198.51.100.64/27 to access the entire internal network.,create_firewall_allow_rule
Allow traffic flow from 198.51.100.27 to 172.16.0.50 via interface DMZ.,create_firewall_allow_rule
Add an accept rule between 203.0.113.0/28 and 172.18.10.0/24.,create_firewall_allow_rule
Enable connections originating from 203.0.113.18 to 192.168.100.45 using 1883/TCP.,create_firewall_allow_rule
Let through the packets sent by 172.16.40.0/24 to 10.20.0.0/16.,create_firewall_allow_rule
"Add a traffic permission from 10.20.30.40 to 172.20.8.0/24, port 5900/TCP.",create_firewall_allow_rule
Grant access from network 10.10.0.0/16 to destination 8.8.8.8.,create_firewall_allow_rule
Create a rule allowing traffic from source 192.168.10.25 to 10.40.5.25.,create_firewall_allow_rule
Allow communication from 192.168.50.0/24 to 10.0.0.20 on port 68/TCP.,create_firewall_allow_rule
Authorize source 172.16.2.5 to access the entire internal network.,create_firewall_allow_rule
Allow traffic flow from 10.0.8.15 to 192.168.1.10 via interface LAN.,create_firewall_allow_rule
Add an accept rule between 1.1.1.1 and 1.1.1.1.,create_firewall_allow_rule
Enable connections originating from 172.20.5.10 to 192.168.30.15 using 1812/TCP.,create_firewall_allow_rule
Let through the packets sent by 8.8.8.8 to 172.16.0.50.,create_firewall_allow_rule
"Add a traffic permission from 192.0.2.44 to 172.18.10.0/24, port 5672/UDP.",create_firewall_allow_rule
Grant access from network 198.51.100.64/27 to destination 192.168.100.45.,create_firewall_allow_rule
Create a rule allowing traffic from source 198.51.100.27 to 10.20.0.0/16.,create_firewall_allow_rule
Allow communication from 203.0.113.0/28 to 172.20.8.0/24 on port 67/TCP.,create_firewall_allow_rule
Authorize source 203.0.113.18 to access the entire internal network.,create_firewall_allow_rule
Allow traffic flow from 172.16.40.0/24 to 10.40.5.25 via interface WAN.,create_firewall_allow_rule
Add an accept rule between 10.20.30.40 and 10.0.0.20.,create_firewall_allow_rule
Enable connections originating from 10.10.0.0/16 to 192.168.200.0/24 using 1521/TCP.,create_firewall_allow_rule
Let through the packets sent by 192.168.10.25 to 192.168.1.10.,create_firewall_allow_rule
"Add a traffic permission from 192.168.50.0/24 to 1.1.1.1, port 5432/TCP.",create_firewall_allow_rule
Grant access from network 172.16.2.5 to destination 192.168.30.15.,create_firewall_allow_rule
Create a rule allowing traffic from source 10.0.8.15 to 172.16.0.50.,create_firewall_allow_rule
Allow communication from 1.1.1.1 to 172.18.10.0/24 on port 53/UDP.,create_firewall_allow_rule
Authorize source 172.20.5.10 to access the entire internal network.,create_firewall_allow_rule
Allow traffic flow from 8.8.8.8 to 10.20.0.0/16 via interface vlan20.,create_firewall_allow_rule
Add an accept rule between 192.0.2.44 and 172.20.8.0/24.,create_firewall_allow_rule
Enable connections originating from 198.51.100.64/27 to 8.8.8.8 using 1433/UDP.,create_firewall_allow_rule
Let through the packets sent by 198.51.100.27 to 10.40.5.25.,create_firewall_allow_rule
"Add a traffic permission from 203.0.113.0/28 to 10.0.0.20, port 5060/TCP.",create_firewall_allow_rule
Grant access from network 203.0.113.18 to destination 192.168.200.0/24.,create_firewall_allow_rule
Create a rule allowing traffic from source 172.16.40.0/24 to 192.168.1.10.,create_firewall_allow_rule
Allow communication from 10.20.30.40 to 1.1.1.1 on port 25/TCP.,create_firewall_allow_rule
Authorize source 10.10.0.0/16 to access the entire internal network.,create_firewall_allow_rule
Allow traffic flow from 192.168.10.25 to 172.16.0.50 via interface bond0.,create_firewall_allow_rule
Add an accept rule between 192.168.50.0/24 and 172.18.10.0/24.,create_firewall_allow_rule
Enable connections originating from 172.16.2.5 to 192.168.100.45 using 1194/TCP.,create_firewall_allow_rule
Let through the packets sent by 10.0.8.15 to 10.20.0.0/16.,create_firewall_allow_rule
"Add a traffic permission from 1.1.1.1 to 172.20.8.0/24, port 4500/TCP.",create_firewall_allow_rule
"Create a firewall rule that blocks source 200.100.3.4 to destination 8.8.8.8, destination port 775/TCP.",create_firewall_block_rule
Create a rule blocking source 8.8.8.8 to destination 192.168.1.10 on port 22/TCP.,create_firewall_block_rule
Deny all traffic from 192.0.2.44 to 1.1.1.1.,create_firewall_block_rule
Block any packet originating from source 198.51.100.64/27.,create_firewall_block_rule
Drop connections from 198.51.100.27 destined to 172.16.0.50 on 80/TCP.,create_firewall_block_rule
Prevent communication between 203.0.113.0/28 and 172.18.10.0/24 via interface bond0.,create_firewall_block_rule
Add a denial rule from address 203.0.113.18 to 192.168.100.45.,create_firewall_block_rule
"Prohibit access from 172.16.40.0/24 to destination 10.20.0.0/16, destination port 443/TCP.",create_firewall_block_rule
Stop the traffic flow originating from 10.20.30.40 destined to 172.20.8.0/24.,create_firewall_block_rule
Add a block for packets from 10.10.0.0/16 to 8.8.8.8 using 8883/UDP.,create_firewall_block_rule
Create a rule blocking source 192.168.10.25 to destination 10.40.5.25 on port 53/UDP.,create_firewall_block_rule
Deny all traffic from 192.168.50.0/24 to 10.0.0.20.,create_firewall_block_rule
Block any packet originating from source 172.16.2.5.,create_firewall_block_rule
Drop connections from 10.0.8.15 destined to 192.168.1.10 on 25/TCP.,create_firewall_block_rule
Prevent communication between 1.1.1.1 and 1.1.1.1 via interface eth1.,create_firewall_block_rule
Add a denial rule from address 172.20.5.10 to 192.168.30.15.,create_firewall_block_rule
"Prohibit access from 8.8.8.8 to destination 172.16.0.50, destination port 587/TCP.",create_firewall_block_rule
Stop the traffic flow originating from 192.0.2.44 destined to 172.18.10.0/24.,create_firewall_block_rule
Add a block for packets from 198.51.100.64/27 to 192.168.100.45 using 8443/TCP.,create_firewall_block_rule
Create a rule blocking source 198.51.100.27 to destination 10.20.0.0/16 on port 993/TCP.,create_firewall_block_rule
Deny all traffic from 203.0.113.0/28 to 172.20.8.0/24.,create_firewall_block_rule
Block any packet originating from source 203.0.113.18.,create_firewall_block_rule
Drop connections from 172.16.40.0/24 destined to 10.40.5.25 on 995/TCP.,create_firewall_block_rule
Prevent communication between 10.20.30.40 and 10.0.0.20 via interface eth0.,create_firewall_block_rule
Add a denial rule from address 10.10.0.0/16 to 192.168.200.0/24.,create_firewall_block_rule
"Prohibit access from 192.168.10.25 to destination 192.168.1.10, destination port 3389/TCP.",create_firewall_block_rule
Stop the traffic flow originating from 192.168.50.0/24 destined to 1.1.1.1.,create_firewall_block_rule
Add a block for packets from 172.16.2.5 to 192.168.30.15 using 8080/TCP.,create_firewall_block_rule
Create a rule blocking source 10.0.8.15 to destination 172.16.0.50 on port 3306/TCP.,create_firewall_block_rule
Deny all traffic from 1.1.1.1 to 172.18.10.0/24.,create_firewall_block_rule
Block any packet originating from source 172.20.5.10.,create_firewall_block_rule
Drop connections from 8.8.8.8 destined to 10.20.0.0/16 on 5432/TCP.,create_firewall_block_rule
Prevent communication between 192.0.2.44 and 172.20.8.0/24 via interface DMZ.,create_firewall_block_rule
Add a denial rule from address 198.51.100.64/27 to 8.8.8.8.,create_firewall_block_rule
"Prohibit access from 198.51.100.27 to destination 10.40.5.25, destination port 6379/TCP.",create_firewall_block_rule
Stop the traffic flow originating from 203.0.113.0/28 destined to 10.0.0.20.,create_firewall_block_rule
Add a block for packets from 203.0.113.18 to 192.168.200.0/24 using 6443/TCP.,create_firewall_block_rule
Create a rule blocking source 172.16.40.0/24 to destination 192.168.1.10 on port 123/UDP.,create_firewall_block_rule
Deny all traffic from 10.20.30.40 to 1.1.1.1.,create_firewall_block_rule
Block any packet originating from source 10.10.0.0/16.,create_firewall_block_rule
Drop connections from 192.168.10.25 destined to 172.16.0.50 on 161/UDP.,create_firewall_block_rule
Prevent communication between 192.168.50.0/24 and 172.18.10.0/24 via interface LAN.,create_firewall_block_rule
Add a denial rule from address 172.16.2.5 to 192.168.100.45.,create_firewall_block_rule
"Prohibit access from 10.0.8.15 to destination 10.20.0.0/16, destination port 514/UDP.",create_firewall_block_rule
Stop the traffic flow originating from 1.1.1.1 destined to 172.20.8.0/24.,create_firewall_block_rule
Change the rule that allows port 22/TCP to permit access only from source 1.1.1.1,update_firewall_rule
Change the rule that allows port 22/TCP to permit access only from source 8.8.8.8.,update_firewall_rule
Modify the rule from source 192.0.2.44 to change the destination to 1.1.1.1.,update_firewall_rule
Update the existing rule to use port 389/TCP.,update_firewall_rule
Edit the policy between 198.51.100.27 and 172.16.0.50 and set port 80/TCP.,update_firewall_rule
Change the port 995/UDP rule to interface bond0.,update_firewall_rule
Restrict the current rule to accept only connections coming from 203.0.113.18.,update_firewall_rule
Adjust the allow rule to point to destination 10.20.0.0/16.,update_firewall_rule
Turn the rule that blocks 10.20.30.40 into a permission for 172.20.8.0/24 only.,update_firewall_rule
Change the protocol of the port 8883 rule to UDP.,update_firewall_rule
Review the rule from 192.168.10.25 to 10.40.5.25 and change the service to 53/UDP.,update_firewall_rule
Change the rule that allows port 68/TCP to permit access only from source 192.168.50.0/24.,update_firewall_rule
Modify the rule from source 172.16.2.5 to change the destination to 192.168.200.0/24.,update_firewall_rule
Update the existing rule to use port 25/TCP.,update_firewall_rule
Edit the policy between 1.1.1.1 and 1.1.1.1 and set port 993/TCP.,update_firewall_rule
Change the port 1812/TCP rule to interface WAN.,update_firewall_rule
Restrict the current rule to accept only connections coming from 8.8.8.8.,update_firewall_rule
Adjust the allow rule to point to destination 172.18.10.0/24.,update_firewall_rule
Turn the rule that blocks 198.51.100.64/27 into a permission for 192.168.100.45 only.,update_firewall_rule
Change the protocol of the port 993 rule to TCP.,update_firewall_rule
Review the rule from 203.0.113.0/28 to 172.20.8.0/24 and change the service to 67/TCP.,update_firewall_rule
Change the rule that allows port 143/UDP to permit access only from source 203.0.113.18.,update_firewall_rule
Modify the rule from source 172.16.40.0/24 to change the destination to 10.40.5.25.,update_firewall_rule
Update the existing rule to use port 853/TCP.,update_firewall_rule
Edit the policy between 10.10.0.0/16 and 192.168.200.0/24 and set port 1521/TCP.,update_firewall_rule
Change the port 3389/TCP rule to interface DMZ.,update_firewall_rule
Restrict the current rule to accept only connections coming from 192.168.50.0/24.,update_firewall_rule
Adjust the allow rule to point to destination 192.168.30.15.,update_firewall_rule
Turn the rule that blocks 10.0.8.15 into a permission for 172.16.0.50 only.,update_firewall_rule
Change the protocol of the port 53 rule to UDP.,update_firewall_rule
Delete the firewall rule that allows IP address 192.168.100.45,delete_firewall_rule
Delete the rule that allows SSH access from source 172.16.2.5 to the internal network.,delete_firewall_rule
Delete the firewall rule that allows address 192.168.1.10.,delete_firewall_rule
Remove the rule that allows access from source 192.0.2.44 to the internal network.,delete_firewall_rule
Delete the rule related to port 389/TCP.,delete_firewall_rule
Remove the firewall policy between 198.51.100.27 and 172.16.0.50.,delete_firewall_rule
Delete the custom service permission granted to source 203.0.113.0/28.,delete_firewall_rule
Remove the block from 203.0.113.18 to 192.168.100.45 on port 1883/TCP.,delete_firewall_rule
Delete the port 443/TCP rule applied on interface eth1.,delete_firewall_rule
Remove from the firewall the rule associated with address 10.20.30.40.,delete_firewall_rule
Delete the rule that forwards traffic to 8.8.8.8.,delete_firewall_rule
Permanently remove the access rule from 192.168.10.25 to 10.40.5.25.,delete_firewall_rule
Delete the firewall rule that allows address 10.0.0.20.,delete_firewall_rule
Remove the rule that allows access from source 172.16.2.5 to the internal network.,delete_firewall_rule
Delete the rule related to port 25/TCP.,delete_firewall_rule
Remove the firewall policy between 1.1.1.1 and 1.1.1.1.,delete_firewall_rule
Delete the custom service permission granted to source 172.20.5.10.,delete_firewall_rule
Remove the block from 8.8.8.8 to 172.16.0.50 on port 587/TCP.,delete_firewall_rule
Delete the port 5672/UDP rule applied on interface vlan20.,delete_firewall_rule
Remove from the firewall the rule associated with address 198.51.100.64/27.,delete_firewall_rule
Delete the rule that forwards traffic to 10.20.0.0/16.,delete_firewall_rule
Permanently remove the access rule from 203.0.113.0/28 to 172.20.8.0/24.,delete_firewall_rule
Delete the firewall rule that allows address 8.8.8.8.,delete_firewall_rule
Remove the rule that allows access from source 172.16.40.0/24 to the internal network.,delete_firewall_rule
Delete the rule related to port 853/TCP.,delete_firewall_rule
Remove the firewall policy between 10.10.0.0/16 and 192.168.200.0/24.,delete_firewall_rule
Delete the RDP service permission granted to source 192.168.10.25.,delete_firewall_rule
Remove the block from 192.168.50.0/24 to 1.1.1.1 on port 5432/TCP.,delete_firewall_rule
Delete the port 8080/TCP rule applied on interface LAN.,delete_firewall_rule
Remove from the firewall the rule associated with address 10.0.8.15.,delete_firewall_rule
Block ping coming from the internet.,create_firewall_block_rule
Create a rule to drop ICMP echo-request packets received on interface WAN.,create_firewall_block_rule
Prevent source 203.0.113.45 from sending ping to the internal network.,create_firewall_block_rule
Deny ICMP traffic from source 198.51.100.80 to destination 192.168.1.20.,create_firewall_block_rule
Block ICMP echo requests directed to server 10.0.0.15.,create_firewall_block_rule
Prohibit IPv4 pings originating from network 172.16.50.0/24.,create_firewall_block_rule
Drop ICMP type 8 messages entering via interface eth0.,create_firewall_block_rule
Add a rule blocking ICMP echo-request from source 8.8.4.4.,create_firewall_block_rule
Stop pings sent by external network 192.0.2.0/24 to the LAN.,create_firewall_block_rule
Reject ICMP packets received on interface vlan20.,create_firewall_block_rule
Prevent host 203.0.113.70 from testing connectivity via ping with the DMZ.,create_firewall_block_rule
Block ICMPv6 echo-request requests coming from network 2001:db8:10::/64.,create_firewall_block_rule
Drop ICMP traffic originating in the DMZ destined to the administrative network.,create_firewall_block_rule
Block any ping destined to server 192.168.100.30.,create_firewall_block_rule
Deny ICMP echo-reply responses received from source 198.51.100.33.,create_firewall_block_rule
Allow ping from the internal network to the internet.,create_firewall_allow_rule
Allow ICMP echo-request from source 10.10.5.0/24 to destination 192.168.20.10.,create_firewall_allow_rule
Authorize ICMP echo-reply responses for availability checks.,create_firewall_allow_rule
Create a rule accepting ICMPv6 neighbor discovery messages on the LAN.,create_firewall_allow_rule
Allow pings sent by monitoring server 172.16.1.25.,create_firewall_allow_rule
Allow ICMP type 8 messages on the management interface de.,create_firewall_allow_rule
Authorize ICMP traffic between source 192.168.40.0/24 and network 10.50.0.0/16.,create_firewall_allow_rule
Accept ping requests via the WAN only when they come from source 1.0.0.1.,create_firewall_allow_rule
Enable ICMPv6 echo-request for address 2001:db8:20::15.,create_firewall_allow_rule
Change the ping rule to allow ICMP only from source 203.0.113.90.,update_firewall_rule
Modify the ICMP block to apply only on interface WAN.,update_firewall_rule
Update the echo-request rule to also allow the corresponding echo-reply responses.,update_firewall_rule
Delete the rule that blocks ping from source 192.0.2.55.,delete_firewall_rule
Remove the rule that allows ICMP traffic coming from the internet.,delete_firewall_rule
Delete the ICMPv6 echo-request rule applied to address 2001:db8:30::20.,delete_firewall_rule
"Update the port 1521/UDP policy, restricting it to IP 172.16.2.5.",update_firewall_rule
Is port 23/UDP blocked on the firewall?,check_firewall_rule
Modify the current rule for IP 192.168.1.1 to point to port 1521/TCP.,update_firewall_rule
Change the rule that allows port 22/TCP to permit access only from source 172.16.0.10,update_firewall_rule
"Update the port 3306/TCP policy, restricting it to IP 10.20.30.40.",update_firewall_rule
Create a firewall rule that allows traffic from source 172.16.0.10 to the entire internal network.,create_firewall_allow_rule
Is port 443/ICMP open on the firewall?,check_firewall_rule
"Create a firewall rule that blocks source 10.0.0.5 to destination 45.4.5.6, destination port 3306/UDP.",create_firewall_block_rule
Create a firewall rule that allows traffic from source 172.16.2.5 to the internet.,create_firewall_allow_rule
Change the rule that allows port 22/UDP to permit access only from source 192.168.1.1,update_firewall_rule
Delete the SSH access rule that allows traffic from 10.0.0.5 to the staging subnet.,delete_firewall_rule
Change the rule that allows port 443/TCP to permit access only from source 8.8.8.8,update_firewall_rule
Please check whether port 3306 using the ICMP protocol is blocked.,check_firewall_rule
"Create a firewall rule that blocks source 192.168.1.1 to destination 45.4.5.6, destination port 22/UDP.",create_firewall_block_rule
Is port 8443/TCP blocked on the firewall?,check_firewall_rule
"Create a firewall rule that blocks source 172.16.0.10 to destination 10.1.1.50, destination port 8080/TCP.",create_firewall_block_rule
Create a firewall rule to open port 1521 on the firewall.,create_firewall_allow_rule
Modify the current rule for IP 10.1.1.50 to point to port 23/UDP.,update_firewall_rule
"Create a firewall rule that blocks source 8.8.8.8 to destination 45.4.5.6, destination port 80/UDP.",create_firewall_block_rule
Change the rule that allows port 993/TCP to permit access only from source 192.168.100.45,update_firewall_rule
Create a rule that blocks access from 8.8.4.4 to the staging subnet.,create_firewall_block_rule
Delete the firewall rule that allows IP address 200.100.3.4,delete_firewall_rule
Create a firewall rule that allows traffic from source 8.8.4.4 to the DMZ.,create_firewall_allow_rule
Block any communication from source 45.4.5.6 to the staging subnet.,create_firewall_block_rule
Create a firewall rule to open port 993 on the firewall.,create_firewall_allow_rule
"Update the port 53/UDP policy, restricting it to IP 8.8.4.4.",update_firewall_rule
"Create a firewall rule that blocks source 172.16.0.10 to destination 192.168.100.45, destination port 443/TCP.",create_firewall_block_rule
Create a rule that blocks access from 192.168.1.1 to the production segment.,create_firewall_block_rule
Delete the MySQL access rule that allows traffic from 200.100.3.4 to the entire internal network.,delete_firewall_rule
Create a rule that blocks access from 172.16.0.10 to the web server.,create_firewall_block_rule
Modify the current rule for IP 200.100.3.4 to point to port 23/UDP.,update_firewall_rule
Remove the existing block for IP address 10.1.1.50.,delete_firewall_rule
